,tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang,kategory_penumpang
710,2021,5,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,72543,sepi penumpang (Angkutan Umum Integrasi)
711,2021,5,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,16819,sepi penumpang (Angkutan Umum Integrasi)
712,2021,5,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6123,sepi penumpang (Angkutan Umum Integrasi)
713,2021,5,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,30816,sepi penumpang (Angkutan Umum Integrasi)
714,2021,5,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,31316,sepi penumpang (Angkutan Umum Integrasi)
715,2021,5,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,22119,sepi penumpang (Angkutan Umum Integrasi)
716,2021,5,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,25213,sepi penumpang (Angkutan Umum Integrasi)
717,2021,5,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,25213,sepi penumpang (Angkutan Umum Integrasi)
718,2021,5,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,5854,sepi penumpang (Angkutan Umum Integrasi)
719,2021,5,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,6932,sepi penumpang (Angkutan Umum Integrasi)
720,2021,5,Angkutan Umum Integrasi,1M,Meruya - Blok M,23297,sepi penumpang (Angkutan Umum Integrasi)
721,2021,5,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,30212,sepi penumpang (Angkutan Umum Integrasi)
722,2021,5,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6395,sepi penumpang (Angkutan Umum Integrasi)
723,2021,5,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,60908,sepi penumpang (Angkutan Umum Integrasi)
724,2021,5,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16327,sepi penumpang (Angkutan Umum Integrasi)
725,2021,5,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,18874,sepi penumpang (Angkutan Umum Integrasi)
726,2021,5,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,62524,sepi penumpang (Angkutan Umum Integrasi)
727,2021,5,Angkutan Umum Integrasi,12B,Pluit - Senen,9408,sepi penumpang (Angkutan Umum Integrasi)
728,2021,5,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,8906,sepi penumpang (Angkutan Umum Integrasi)
729,2021,5,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,51102,sepi penumpang (Angkutan Umum Integrasi)
730,2021,5,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,31667,sepi penumpang (Angkutan Umum Integrasi)
731,2021,5,Angkutan Umum Integrasi,GR2,Tanah Abang Explorer,3945,sepi penumpang (Angkutan Umum Integrasi)
732,2021,5,Angkutan Umum Integrasi,GR3,Ragunan - Departemen Pertanian,1386,sepi penumpang (Angkutan Umum Integrasi)
733,2021,5,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,17,sepi penumpang (Angkutan Umum Integrasi)
734,2021,5,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,24,sepi penumpang (Angkutan Umum Integrasi)
735,2021,12,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,43967,sepi penumpang (Mikrotrans)
736,2021,12,Mikrotrans,JAK.85,Bintara - Cipinang Indah,40103,sepi penumpang (Mikrotrans)
737,2021,12,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,59193,sepi penumpang (Mikrotrans)
738,2021,12,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,70475,sepi penumpang (Mikrotrans)
739,2021,12,Mikrotrans,JAK.77,Tanjung Priok - Jembatan Item,77697,sepi penumpang (Mikrotrans)
740,2021,12,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,62086,sepi penumpang (Mikrotrans)
741,2021,12,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,58622,sepi penumpang (Mikrotrans)
742,2021,12,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,86917,sepi penumpang (Mikrotrans)
743,2021,12,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,104712,sepi penumpang (Mikrotrans)
744,2021,12,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,69365,sepi penumpang (Mikrotrans)
745,2021,12,Mikrotrans,JAK.64,Lenteng Agung - Aseli,66235,sepi penumpang (Mikrotrans)
746,2021,12,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,47929,sepi penumpang (Mikrotrans)
747,2021,12,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,70382,sepi penumpang (Mikrotrans)
748,2021,12,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,81467,sepi penumpang (Mikrotrans)
749,2021,12,Mikrotrans,JAK.58,Cilingcing - Rorotan,114592,sepi penumpang (Mikrotrans)
750,2021,12,Mikrotrans,JAK.56,Grogol - Srengseng,60415,sepi penumpang (Mikrotrans)
751,2021,12,Mikrotrans,JAK.54,Grogol - Benhil,57178,sepi penumpang (Mikrotrans)
752,2021,12,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,68275,sepi penumpang (Mikrotrans)
753,2021,12,Mikrotrans,JAK.52,Kalideres - Muara Angke,86276,sepi penumpang (Mikrotrans)
754,2021,12,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,124003,sepi penumpang (Mikrotrans)
755,2021,12,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,79329,sepi penumpang (Mikrotrans)
756,2021,12,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,53972,sepi penumpang (Mikrotrans)
757,2021,12,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,68695,sepi penumpang (Mikrotrans)
758,2021,12,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,109328,sepi penumpang (Mikrotrans)
759,2021,12,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,59932,sepi penumpang (Mikrotrans)
760,2021,12,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,82948,sepi penumpang (Mikrotrans)
761,2021,12,Mikrotrans,JAK.43,Tongtek - Cililitan,104353,sepi penumpang (Mikrotrans)
762,2021,12,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,95485,sepi penumpang (Mikrotrans)
763,2021,12,Mikrotrans,JAK.41,Kampung Melayu - Pulo Gadung,57059,sepi penumpang (Mikrotrans)
764,2021,12,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,49918,sepi penumpang (Mikrotrans)
765,2021,12,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,75170,sepi penumpang (Mikrotrans)
766,2021,12,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,56049,sepi penumpang (Mikrotrans)
767,2021,12,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,71809,sepi penumpang (Mikrotrans)
768,2021,12,Mikrotrans,JAK.36,Cilangkap - Cililitan,88277,sepi penumpang (Mikrotrans)
769,2021,12,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,37850,sepi penumpang (Mikrotrans)
770,2021,12,Mikrotrans,JAK.34,Rawamangun - Klender,75763,sepi penumpang (Mikrotrans)
771,2021,12,Mikrotrans,JAK.33,Pulo Gadung - Kota,64986,sepi penumpang (Mikrotrans)
772,2021,12,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,96339,sepi penumpang (Mikrotrans)
773,2021,12,Mikrotrans,JAK.31,Blok M - Andara,80726,sepi penumpang (Mikrotrans)
774,2021,12,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,167782,sepi penumpang (Mikrotrans)
775,2021,12,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,146329,sepi penumpang (Mikrotrans)
776,2021,12,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,81435,sepi penumpang (Mikrotrans)
777,2021,12,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,65717,sepi penumpang (Mikrotrans)
778,2021,12,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,51285,sepi penumpang (Mikrotrans)
779,2021,12,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,64243,sepi penumpang (Mikrotrans)
780,2021,12,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,101816,sepi penumpang (Mikrotrans)
781,2021,12,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,22786,sepi penumpang (Mikrotrans)
782,2021,12,Mikrotrans,JAK.21,Cililitan - Dwikora,76970,sepi penumpang (Mikrotrans)
783,2021,12,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,62477,sepi penumpang (Mikrotrans)
784,2021,12,Mikrotrans,JAK.19,Pinang Ranti - Kampung Rambutan,110771,sepi penumpang (Mikrotrans)
785,2021,12,Mikrotrans,JAK.18,Kalibata - Kuningan,43349,sepi penumpang (Mikrotrans)
786,2021,12,Mikrotrans,JAK.17,Senen - Pulo Gadung,62285,sepi penumpang (Mikrotrans)
787,2021,12,Mikrotrans,JAK.16,Cililitan - Condet,90254,sepi penumpang (Mikrotrans)
788,2021,12,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,152585,sepi penumpang (Mikrotrans)
789,2021,12,Mikrotrans,JAK.14,Tanah Abang - Meruya,125777,sepi penumpang (Mikrotrans)
790,2021,12,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,24193,sepi penumpang (Mikrotrans)
791,2021,12,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,78580,sepi penumpang (Mikrotrans)
792,2021,12,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,106506,sepi penumpang (Mikrotrans)
793,2021,12,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,70986,sepi penumpang (Mikrotrans)
794,2021,12,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama,87568,sepi penumpang (Mikrotrans)
795,2021,12,Mikrotrans,JAK.10B,Gondangdia - Cikini via Kramat Raya,4085,sepi penumpang (Mikrotrans)
796,2021,12,Mikrotrans,JAK.10A,Gondangdia - Cikini via Salemba Raya,33992,sepi penumpang (Mikrotrans)
797,2021,12,Mikrotrans,JAK.10,Tanah Abang - Kota,62581,sepi penumpang (Mikrotrans)
798,2021,12,Mikrotrans,JAK.09,Roxy Mas - Karet,33555,sepi penumpang (Mikrotrans)
799,2021,12,Mikrotrans,JAK.08,Roxy - Benhil,50409,sepi penumpang (Mikrotrans)
800,2021,12,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,69904,sepi penumpang (Mikrotrans)
801,2021,12,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,70907,sepi penumpang (Mikrotrans)
802,2021,12,Mikrotrans,JAK.05,Semper - Rorotan,74100,sepi penumpang (Mikrotrans)
803,2021,12,Mikrotrans,JAK.04,Grogol - Tubagus Angke,57870,sepi penumpang (Mikrotrans)
804,2021,12,Mikrotrans,JAK.03,Lebak Bulus - Andara,43991,sepi penumpang (Mikrotrans)
805,2021,12,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,59985,sepi penumpang (Mikrotrans)
806,2021,12,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,75915,sepi penumpang (Mikrotrans)
807,2021,12,BRT,9,Pinang Ranti - Pluit,819178,ramai penumpang (brt)
808,2021,12,BRT,8,Lebak Bulus - Harmoni,533221,ramai penumpang (brt)
809,2021,12,BRT,7,Kampung Rambutan - Kampung Melayu,402368,sedang penumpang (brt)
810,2021,12,BRT,6,Ragunan - Dukuh Atas 2,401232,sedang penumpang (brt)
811,2021,12,BRT,5,Kampung Melayu - Ancol,513138,ramai penumpang (brt)
812,2021,12,BRT,4,Pulo Gadung 2 - Tosari,319411,sedang penumpang (brt)
813,2021,12,BRT,3,Kalideres - Pasar Baru,465124,sedang penumpang (brt)
814,2021,12,BRT,2,Pulo Gadung 1 - Harmoni,380760,sedang penumpang (brt)
815,2021,12,BRT,13,Ciledug - Tendean,337233,sedang penumpang (brt)
816,2021,12,BRT,12,Penjaringan - Sunter Bouleverd Barat,167399,sepi penumpang (brt)
817,2021,12,BRT,11,Pulo Gebang - Kampung Melayu,163776,sepi penumpang (brt)
818,2021,12,BRT,10,Tanjung Priok - PGC 2,419198,sedang penumpang (brt)
819,2021,12,BRT,1,Blok M - Kota,1131439,ramai penumpang (brt)
820,2021,12,Angkutan Umum Integrasi,9H,Cipedak - Blok M,0,sepi penumpang (Angkutan Umum Integrasi)
821,2021,12,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,0,sepi penumpang (Angkutan Umum Integrasi)
822,2021,12,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,0,sepi penumpang (Angkutan Umum Integrasi)
823,2021,12,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,0,sepi penumpang (Angkutan Umum Integrasi)
824,2021,12,Angkutan Umum Integrasi,8E,Bintaro - Blok M,0,sepi penumpang (Angkutan Umum Integrasi)
825,2021,12,Angkutan Umum Integrasi,8D,Joglo - Blok M,0,sepi penumpang (Angkutan Umum Integrasi)
826,2021,12,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0,sepi penumpang (Angkutan Umum Integrasi)
827,2021,12,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,0,sepi penumpang (Angkutan Umum Integrasi)
828,2021,12,Angkutan Umum Integrasi,7D,Pancoran - TMII,0,sepi penumpang (Angkutan Umum Integrasi)
829,2021,12,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,0,sepi penumpang (Angkutan Umum Integrasi)
830,2021,12,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,0,sepi penumpang (Angkutan Umum Integrasi)
831,2021,12,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,0,sepi penumpang (Angkutan Umum Integrasi)
832,2021,12,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,0,sepi penumpang (Angkutan Umum Integrasi)
833,2021,12,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,0,sepi penumpang (Angkutan Umum Integrasi)
834,2021,12,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,8,sepi penumpang (Angkutan Umum Integrasi)
835,2021,12,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,0,sepi penumpang (Angkutan Umum Integrasi)
836,2021,12,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,0,sepi penumpang (Angkutan Umum Integrasi)
837,2021,12,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,0,sepi penumpang (Angkutan Umum Integrasi)
838,2021,12,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,0,sepi penumpang (Angkutan Umum Integrasi)
839,2021,12,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,0,sepi penumpang (Angkutan Umum Integrasi)
840,2021,12,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,0,sepi penumpang (Angkutan Umum Integrasi)
841,2021,12,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,0,sepi penumpang (Angkutan Umum Integrasi)
842,2021,12,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,176,sepi penumpang (Angkutan Umum Integrasi)
843,2021,12,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,0,sepi penumpang (Angkutan Umum Integrasi)
844,2021,12,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,0,sepi penumpang (Angkutan Umum Integrasi)
845,2021,12,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,0,sepi penumpang (Angkutan Umum Integrasi)
846,2021,12,Angkutan Umum Integrasi,1M,Meruya - Blok M,0,sepi penumpang (Angkutan Umum Integrasi)
847,2021,12,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,0,sepi penumpang (Angkutan Umum Integrasi)
848,2021,12,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,0,sepi penumpang (Angkutan Umum Integrasi)
849,2021,12,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,0,sepi penumpang (Angkutan Umum Integrasi)
850,2021,12,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,0,sepi penumpang (Angkutan Umum Integrasi)
851,2021,12,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,0,sepi penumpang (Angkutan Umum Integrasi)
852,2021,12,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,0,sepi penumpang (Angkutan Umum Integrasi)
853,2021,12,Angkutan Umum Integrasi,12B,Pluit - Senen,0,sepi penumpang (Angkutan Umum Integrasi)
854,2021,12,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,0,sepi penumpang (Angkutan Umum Integrasi)
855,2021,12,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0,sepi penumpang (Angkutan Umum Integrasi)
856,2021,12,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,0,sepi penumpang (Angkutan Umum Integrasi)
857,2021,9,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,21569,sepi penumpang (Mikrotrans)
858,2021,9,Mikrotrans,JAK.85,Bintara - Cipinang Indah,23109,sepi penumpang (Mikrotrans)
859,2021,9,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,36842,sepi penumpang (Mikrotrans)
860,2021,9,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,46648,sepi penumpang (Mikrotrans)
861,2021,9,Mikrotrans,JAK.77,Tanjung Priok - Jembatan Item,48302,sepi penumpang (Mikrotrans)
862,2021,9,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,35365,sepi penumpang (Mikrotrans)
863,2021,9,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,30072,sepi penumpang (Mikrotrans)
864,2021,9,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,59539,sepi penumpang (Mikrotrans)
865,2021,9,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,64779,sepi penumpang (Mikrotrans)
866,2021,9,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,48561,sepi penumpang (Mikrotrans)
867,2021,9,Mikrotrans,JAK.64,Lenteng Agung - Aseli,40201,sepi penumpang (Mikrotrans)
868,2021,9,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,25171,sepi penumpang (Mikrotrans)
869,2021,9,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,52090,sepi penumpang (Mikrotrans)
870,2021,9,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,49257,sepi penumpang (Mikrotrans)
871,2021,9,Mikrotrans,JAK.58,Cilingcing - Rorotan,71733,sepi penumpang (Mikrotrans)
872,2021,9,Mikrotrans,JAK.56,Grogol - Srengseng,34100,sepi penumpang (Mikrotrans)
873,2021,9,Mikrotrans,JAK.54,Grogol - Benhil,33008,sepi penumpang (Mikrotrans)
874,2021,9,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,33250,sepi penumpang (Mikrotrans)
875,2021,9,Mikrotrans,JAK.52,Kalideres - Muara Angke,53897,sepi penumpang (Mikrotrans)
876,2021,9,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,77687,sepi penumpang (Mikrotrans)
877,2021,9,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,50104,sepi penumpang (Mikrotrans)
878,2021,9,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,33207,sepi penumpang (Mikrotrans)
879,2021,9,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,32568,sepi penumpang (Mikrotrans)
880,2021,9,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,60542,sepi penumpang (Mikrotrans)
881,2021,9,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,38024,sepi penumpang (Mikrotrans)
882,2021,9,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,50060,sepi penumpang (Mikrotrans)
883,2021,9,Mikrotrans,JAK.43,Tongtek - Cililitan,69032,sepi penumpang (Mikrotrans)
884,2021,9,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,51065,sepi penumpang (Mikrotrans)
885,2021,9,Mikrotrans,JAK.41,Kampung Melayu - Pulo Gadung,33668,sepi penumpang (Mikrotrans)
886,2021,9,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,26059,sepi penumpang (Mikrotrans)
887,2021,9,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,48378,sepi penumpang (Mikrotrans)
888,2021,9,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,34714,sepi penumpang (Mikrotrans)
889,2021,9,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,43800,sepi penumpang (Mikrotrans)
890,2021,9,Mikrotrans,JAK.36,Cilangkap - Cililitan,49923,sepi penumpang (Mikrotrans)
891,2021,9,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,26455,sepi penumpang (Mikrotrans)
892,2021,9,Mikrotrans,JAK.34,Rawamangun - Klender,50790,sepi penumpang (Mikrotrans)
893,2021,9,Mikrotrans,JAK.33,Pulo Gadung - Kota,38197,sepi penumpang (Mikrotrans)
894,2021,9,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,59259,sepi penumpang (Mikrotrans)
895,2021,9,Mikrotrans,JAK.31,Blok M - Andara,46546,sepi penumpang (Mikrotrans)
896,2021,9,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,103286,sepi penumpang (Mikrotrans)
897,2021,9,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,82109,sepi penumpang (Mikrotrans)
898,2021,9,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,44851,sepi penumpang (Mikrotrans)
899,2021,9,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,28362,sepi penumpang (Mikrotrans)
900,2021,9,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,29082,sepi penumpang (Mikrotrans)
901,2021,9,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,38117,sepi penumpang (Mikrotrans)
902,2021,9,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,55622,sepi penumpang (Mikrotrans)
903,2021,9,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,18294,sepi penumpang (Mikrotrans)
904,2021,9,Mikrotrans,JAK.21,Cililitan - Dwikora,60358,sepi penumpang (Mikrotrans)
905,2021,9,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,43086,sepi penumpang (Mikrotrans)
906,2021,9,Mikrotrans,JAK.19,Pinang Ranti - Kampung Rambutan,80525,sepi penumpang (Mikrotrans)
907,2021,9,Mikrotrans,JAK.18,Kalibata - Kuningan,22686,sepi penumpang (Mikrotrans)
908,2021,9,Mikrotrans,JAK.17,Senen - Pulo Gadung,32948,sepi penumpang (Mikrotrans)
909,2021,9,Mikrotrans,JAK.16,Cililitan - Condet,55189,sepi penumpang (Mikrotrans)
910,2021,9,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,88818,sepi penumpang (Mikrotrans)
911,2021,9,Mikrotrans,JAK.14,Tanah Abang - Meruya,54146,sepi penumpang (Mikrotrans)
912,2021,9,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,13942,sepi penumpang (Mikrotrans)
913,2021,9,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,47757,sepi penumpang (Mikrotrans)
914,2021,9,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,65450,sepi penumpang (Mikrotrans)
915,2021,9,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,42918,sepi penumpang (Mikrotrans)
916,2021,9,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama,55623,sepi penumpang (Mikrotrans)
917,2021,9,Mikrotrans,JAK.10,Tanah Abang - Kota,39097,sepi penumpang (Mikrotrans)
918,2021,9,Mikrotrans,JAK.09,Roxy Mas - Karet,20117,sepi penumpang (Mikrotrans)
919,2021,9,Mikrotrans,JAK.08,Roxy - Benhil,31482,sepi penumpang (Mikrotrans)
920,2021,9,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,40234,sepi penumpang (Mikrotrans)
921,2021,9,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,47876,sepi penumpang (Mikrotrans)
922,2021,9,Mikrotrans,JAK.05,Semper - Rorotan,49580,sepi penumpang (Mikrotrans)
923,2021,9,Mikrotrans,JAK.04,Grogol - Tubagus Angke,39425,sepi penumpang (Mikrotrans)
924,2021,9,Mikrotrans,JAK.03,Lebak Bulus - Andara,29480,sepi penumpang (Mikrotrans)
925,2021,9,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,33996,sepi penumpang (Mikrotrans)
926,2021,9,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,50127,sepi penumpang (Mikrotrans)
927,2021,9,BRT,9,Pinang Ranti - Pluit,576669,ramai penumpang (brt)
928,2021,9,BRT,8,Lebak Bulus - Harmoni,374777,sedang penumpang (brt)
929,2021,9,BRT,7,Kampung Rambutan - Kampung Melayu,320701,sedang penumpang (brt)
930,2021,9,BRT,6,Ragunan - Dukuh Atas 2,294430,sedang penumpang (brt)
931,2021,9,BRT,5,Kampung Melayu - Ancol,357909,sedang penumpang (brt)
932,2021,9,BRT,4,Pulo Gadung 2 - Tosari,225026,sepi penumpang (brt)
933,2021,9,BRT,3,Kalideres - Pasar Baru,398693,sedang penumpang (brt)
934,2021,9,BRT,2,Pulo Gadung 1 - Harmoni,277799,sedang penumpang (brt)
935,2021,9,BRT,13,Ciledug - Tendean,254820,sedang penumpang (brt)
936,2021,9,BRT,12,Penjaringan - Sunter Bouleverd Barat,121086,sepi penumpang (brt)
937,2021,9,BRT,11,Pulo Gebang - Kampung Melayu,116020,sepi penumpang (brt)
938,2021,9,BRT,10,Tanjung Priok - PGC 2,315308,sedang penumpang (brt)
939,2021,9,BRT,1,Blok M - Kota,735653,ramai penumpang (brt)
940,2021,9,Angkutan Umum Integrasi,9H,Cipedak - Blok M,15763,sepi penumpang (Angkutan Umum Integrasi)
941,2021,9,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,15640,sepi penumpang (Angkutan Umum Integrasi)
942,2021,9,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,70179,sepi penumpang (Angkutan Umum Integrasi)
943,2021,9,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8898,sepi penumpang (Angkutan Umum Integrasi)
944,2021,9,Angkutan Umum Integrasi,8E,Bintaro - Blok M,16354,sepi penumpang (Angkutan Umum Integrasi)
945,2021,9,Angkutan Umum Integrasi,8D,Joglo - Blok M,21647,sepi penumpang (Angkutan Umum Integrasi)
946,2021,9,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0,sepi penumpang (Angkutan Umum Integrasi)
947,2021,9,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,22113,sepi penumpang (Angkutan Umum Integrasi)
948,2021,9,Angkutan Umum Integrasi,7D,Pancoran - TMII,17735,sepi penumpang (Angkutan Umum Integrasi)
